StrokeIndex,ColorR,ColorG,ColorB,Count,ColorA,BrushSize,Start_X,Start_Y,Start_Z,End_X,End_Y,End_Z,TotalUndoCount,SelectedSceneID
21,0.0000,1.0000,1.0000,21,1.0000,0.0200,0.8430,1.2198,0.1641,0.8593,1.1677,0.1494,0,Summer
22,0.0000,1.0000,1.0000,22,1.0000,0.0200,0.8544,1.2392,0.0955,0.8674,1.1783,0.0848,0,Summer
23,0.0000,1.0000,1.0000,23,1.0000,0.0200,0.8500,1.2532,0.0245,0.8741,1.1595,0.0598,0,Summer
24,0.0000,1.0000,1.0000,24,1.0000,0.0200,-0.0852,1.0984,0.3502,-0.0840,1.0889,0.3506,0,Summer
25,0.0000,1.0000,0.0000,1,1.0000,0.0200,-0.0649,1.0998,0.3350,-0.0668,1.0962,0.3355,0,Summer
26,0.0000,1.0000,0.0000,2,1.0000,0.0200,-0.0672,1.1027,0.3353,-0.0762,1.0995,0.3293,0,Summer
27,0.0000,1.0000,0.0000,3,1.0000,0.0200,-0.0953,1.0939,0.3483,-0.0062,1.1010,0.3143,0,Summer
28,0.0000,1.0000,0.0000,4,1.0000,0.0200,-0.0025,1.0994,0.3244,-0.0301,1.0910,0.3227,0,Summer
29,0.0000,1.0000,0.0000,5,1.0000,0.0200,-0.0542,1.0925,0.3488,-0.0597,1.0947,0.3782,0,Summer
30,0.0000,1.0000,0.0000,6,1.0000,0.0200,-0.0753,1.0908,0.3473,-0.0803,1.0984,0.3416,0,Summer
31,0.0000,1.0000,0.0000,7,1.0000,0.0200,-0.0870,1.1004,0.3336,-0.0757,1.1117,0.3334,0,Summer
32,0.0000,1.0000,0.0000,8,1.0000,0.0200,-0.0744,1.1077,0.3375,-0.0436,1.0963,0.3368,0,Summer
33,0.0000,1.0000,0.0000,9,1.0000,0.0200,0.0336,1.0970,0.2863,0.0383,1.1073,0.2844,0,Summer
34,0.0000,1.0000,0.0000,10,1.0000,0.0200,-0.1303,1.1243,0.4092,-0.1566,1.1087,0.3858,0,Summer
35,0.0000,1.0000,0.0000,11,1.0000,0.0200,-0.1854,1.1265,0.3756,-0.1803,1.1189,0.3981,0,Summer
36,0.0000,1.0000,0.0000,12,1.0000,0.0200,-0.1878,1.1183,0.4117,-0.1841,1.1072,0.4188,0,Summer
37,0.0000,1.0000,0.0000,13,1.0000,0.0200,-0.1922,1.1065,0.4180,-0.2061,1.1029,0.3867,0,Summer
38,0.0000,1.0000,0.0000,14,1.0000,0.0200,-0.2024,1.1128,0.4108,-0.2039,1.1121,0.4190,0,Summer
39,0.0000,1.0000,0.0000,15,1.0000,0.0200,-0.1980,1.1152,0.4363,-0.1974,1.1156,0.4103,0,Summer
40,0.0000,1.0000,0.0000,16,1.0000,0.0200,-0.1931,1.1208,0.4071,-0.1885,1.1282,0.3755,0,Summer
41,0.0000,1.0000,0.0000,17,1.0000,0.0200,-0.1695,1.1267,0.3726,-0.1526,1.1164,0.3506,0,Summer
