StrokeIndex,ColorR,ColorG,ColorB,Count,ColorA,BrushSize,Start_X,Start_Y,Start_Z,End_X,End_Y,End_Z,TotalUndoCount,SelectedSceneID
27,1.0000,0.9216,0.0157,14,1.0000,0.0200,-0.2041,1.1220,0.1211,-0.2009,1.1187,0.1213,0,0
28,1.0000,0.9216,0.0157,15,1.0000,0.0200,-0.1953,1.1227,0.1428,-0.2036,1.1162,0.1078,0,0
29,1.0000,0.9216,0.0157,16,1.0000,0.0200,-0.1095,1.1084,0.0468,-0.1042,1.1009,0.0420,0,0
30,1.0000,0.9216,0.0157,17,1.0000,0.0200,-0.1229,1.1119,0.0363,-0.1154,1.0978,0.0654,0,0
31,1.0000,0.9216,0.0157,18,1.0000,0.0200,-0.1372,1.1027,0.0603,-0.1384,1.0952,0.0709,0,0
32,1.0000,0.9216,0.0157,19,1.0000,0.0200,-0.1344,1.1132,0.0788,-0.1396,1.1103,0.0808,0,0
33,1.0000,0.9216,0.0157,20,1.0000,0.0200,-0.1408,1.1108,0.0824,-0.1386,1.1188,0.0762,0,0
34,1.0000,0.9216,0.0157,21,1.0000,0.0200,-0.0957,1.1191,0.1052,-0.0922,1.1259,0.0914,0,0
35,1.0000,0.9216,0.0157,22,1.0000,0.0200,-0.0674,1.0616,-0.0698,-0.0808,1.0624,-0.0689,0,0
36,1.0000,0.9216,0.0157,23,1.0000,0.0200,-0.0835,1.0550,-0.0476,-0.0778,1.0635,-0.0411,0,0
37,1.0000,0.9216,0.0157,24,1.0000,0.0200,-0.0788,1.0641,-0.0334,-0.0827,1.0604,-0.0389,0,0
38,1.0000,0.9216,0.0157,25,1.0000,0.0200,-0.0823,1.0598,-0.0344,-0.0880,1.0564,-0.0425,0,0
39,1.0000,0.9216,0.0157,26,1.0000,0.0200,-0.1143,1.0649,-0.0399,-0.1157,1.0639,-0.0100,0,0
40,1.0000,0.9216,0.0157,27,1.0000,0.0200,-0.0868,1.0534,0.0082,-0.0715,1.0182,0.0075,0,0
41,1.0000,0.9216,0.0157,28,1.0000,0.0200,-0.1266,1.0060,-0.0087,-0.1220,0.9986,0.0015,0,0
42,1.0000,0.9216,0.0157,29,1.0000,0.0200,-0.1157,1.0032,0.0126,-0.1130,1.0112,0.0108,0,0
43,1.0000,0.9216,0.0157,30,1.0000,0.0200,-0.1168,1.0168,0.0062,-0.1213,1.0176,-0.0012,0,0
44,1.0000,0.9216,0.0157,31,1.0000,0.0200,-0.1362,1.0426,-0.0195,-0.1406,1.0503,-0.0270,0,0
45,1.0000,0.9216,0.0157,32,1.0000,0.0200,-0.1465,1.0558,-0.0303,-0.1440,1.0673,-0.0277,0,0
46,1.0000,0.9216,0.0157,33,1.0000,0.0200,-0.1951,1.1206,0.0551,-0.2226,1.1379,0.0978,0,0
47,1.0000,0.9216,0.0157,34,1.0000,0.0200,-0.2389,1.1381,0.1282,-0.2669,1.1480,0.1660,0,0
